cell_id,albedo,ndbi,mndwi,bsi,ndvi,lst
0,0.13323156409823228,0.07650491706077128,-0.44773364857497483,0.13032704144880983,0.3169630198302969,45.31183938062159
1,0.13558594556036416,0.0929549484297376,-0.4518068709621808,0.14405308972631234,0.3003764498494633,45.032980786358
2,0.13064325898081777,0.08790046181335606,-0.4539451093361898,0.1365146128568079,0.31722045770878854,45.07114258636176
3,0.1376609781572588,0.0942620015830922,-0.4600065579409601,0.14399543673856352,0.30574354708509105,45.303729230776895
4,0.15913026500198943,0.09620665227516548,-0.45561241922996715,0.15237147531664383,0.276562761712415,47.74397313819404
5,0.1648496429718131,0.11947397583726051,-0.45165255908402635,0.17227138533026767,0.23923553329112354,48.40682728933333
6,0.15738938497190114,0.09113599209240711,-0.43704375136770995,0.14885726433878016,0.27078418711785773,47.91349828139787
7,0.1270690080067006,0.11700078345151024,-0.4521361714768063,0.15732042479794933,0.28650706365679013,46.207925206428634
8,0.11280760935215926,0.10207391816105088,-0.44424935173066915,0.14235947111879954,0.31476860061656164,43.78285876756089
9,0.13160372689786315,0.08696556227161342,-0.45021884857990163,0.13683602301840994,0.31513620467981657,44.66181629767053
10,0.13899889529635093,0.09267541241499677,-0.45521219976467814,0.14366233249739838,0.30361614027877193,45.77094895481645
11,0.13709371801298775,0.08778731015489079,-0.45341535090049234,0.1390820402604056,0.3086874807650214,45.624530497309344
12,0.1409749018741668,0.1040985334690019,-0.4535942724740651,0.15428153824949464,0.2789755782589595,46.67538014741828
13,0.17795937824815264,0.09289697088337277,-0.42875682037303764,0.1581058824369021,0.23705793394859795,48.90047437317215
14,0.141491657449641,0.052198550684726445,-0.4008393282767453,0.12008391234714369,0.29229897119791687,46.00139563853579
15,0.13598213127514794,0.11880890683284515,-0.4532983469317654,0.16068992322781203,0.2765981991608786,46.91861068883039
16,0.12801297655014487,0.11499092953192688,-0.4522392884746551,0.15486563182464852,0.2841334022469597,47.47348602062029
17,0.1374925464039971,0.11061219778010842,-0.4617736360398227,0.15310086507548357,0.2850964332463695,47.58119945925117
18,0.13674029950132335,0.07826122318757342,-0.4491739205598609,0.13119756005334937,0.3122154077671081,45.826108901906636
19,0.1430753206238268,0.06602381732188736,-0.441421474458679,0.12178835819940724,0.3234373009518346,44.54033663817944
20,0.12248408055790676,-0.05291989602025372,-0.4305987200549833,0.010697278006441303,0.49195613068499494,40.82080236537801
21,0.12628062461311157,0.09858264176983582,-0.4505218500701559,0.14360340463554933,0.3096003760985554,44.80944570469172
22,0.13804548098692468,0.1042880674189144,-0.4609185207790502,0.15135080832744235,0.29787594820264013,45.76407628350025
23,0.13654534449168504,0.10270451316915816,-0.45892238753847586,0.14951068571123996,0.2980483458718657,45.50751821738767
24,0.14225626526652,0.07630299024327881,-0.44819805024393516,0.13308475078051638,0.3107165390087032,45.13317956128906
25,0.14718319646985967,0.07186484696592459,-0.44605032737370276,0.13137467863762387,0.3109893046298613,45.54791457518079
26,0.1464699590680489,0.07110810804875137,-0.4355568154497598,0.13173430655949095,0.30101311505145906,45.66488305482415
27,0.1429939180441103,0.09656563240627641,-0.45274460229323327,0.14500234564858497,0.29819672994528484,46.94338995170016
28,0.1441127111792137,0.09529238302227055,-0.4529174562610152,0.1429455771183235,0.3020099084280917,46.6999839158084
29,0.1394835206149991,0.11765150694352298,-0.45985301910640763,0.15697735887079256,0.282891652131854,47.94220669844435
30,0.13750152833789128,0.12719175959038445,-0.45992375707963756,0.163653453880827,0.26772528202797563,47.85700704591388
31,0.13132887437508475,0.11548998053618162,-0.46077474590704337,0.1534131985707611,0.2855329209131073,45.97458218333852
32,0.1562858012181637,0.06620430880144995,-0.4562693887038805,0.12435411696392558,0.3202216432815347,45.575808831562874
33,0.14314136911999434,-0.008454539410331483,-0.43440959555594266,0.060180352538380215,0.4095138508307799,42.87006457157721
34,0.14106034548195623,0.057269268524845186,-0.44883736141514485,0.10929934266716004,0.35109552702372865,44.55251742405405
35,0.13606265232569004,0.10275785327671266,-0.44816293389834705,0.15083269481136358,0.2921548435535658,45.61016060106166
36,0.13005716283986293,0.049789627606898194,-0.4420846360584945,0.10475462170467917,0.3640628445295547,44.36982316900957
37,0.13236601192097047,0.06962040084455255,-0.4439374357671636,0.12183191137495443,0.3373453934160757,44.638734564251614
38,0.15593505450219647,0.04395557130916752,-0.44012679323633436,0.11053015555349231,0.3330023690943307,44.73044821434887
39,0.14395477729426884,0.06817527205530285,-0.44077635757945954,0.12560074756163278,0.32023541841097714,44.898460827030235
40,0.15787722048154293,0.03044828553994124,-0.3941645606864973,0.10498608188497016,0.30399586616918317,45.59289696910009
41,0.17174170597770855,0.04982272876530026,-0.398095535900046,0.12297714278405772,0.27647961660783693,46.61498808652161
42,0.1593975866750567,0.07168598971256354,-0.4354383595542508,0.1295748146446289,0.3002836495816158,47.249305722294004
43,0.1625291315642108,0.014436984833377162,-0.43225183366732833,0.08283442843052827,0.3590931564451287,45.87022596011973
44,0.1447792390417264,0.05523767329959399,-0.442081823887797,0.11081604835474895,0.3335503160488977,46.74844635220777
45,0.12915178689489248,0.11784577317227792,-0.46060044898022406,0.15479578377332046,0.2814087090487297,46.00648089156073
46,0.14325178081655202,0.07683098015418678,-0.44426703070328544,0.13265602364198484,0.3033335951795951,44.902994774497515
47,0.1415335091758225,0.09163306882270451,-0.44518638564463897,0.14330730559258015,0.2946392183719493,44.78374481077092
48,0.1563898938247484,0.028934656348340287,-0.42945990386093574,0.0944279336417015,0.349280466147168,44.86890953691745
49,0.14696594818843267,0.04528746798262449,-0.4472672640247188,0.1011055896656764,0.36413948953112585,44.6319622877413
50,0.13816908898477892,0.029210030953940376,-0.4493701022906956,0.0821828759773646,0.39434627233257435,43.711106868559476
51,0.1535865093836926,0.008368927697375485,-0.42332063195018843,0.07862995167000789,0.3623100629310554,44.650547974116876
52,0.1378889113078424,0.08978905135738718,-0.43921213897986405,0.1406164308494089,0.29715020563187394,45.886829607279545
53,0.1658330951192371,-0.006009992906583244,-0.4156048637819698,0.07123029517138967,0.36688589760814255,44.25018075820638
54,0.16742603657405392,0.005836019858171024,-0.4102163678992508,0.0828428585617268,0.3439096067416751,44.27389826970882
55,0.165095540179597,0.0027805126415546702,-0.41164888834720587,0.07824107841757678,0.3536111508677799,43.741160133007206
56,0.1661646062172414,-0.01470006526891954,-0.4033027202062808,0.0672782924567803,0.35628163837234916,44.462420210992946
57,0.16733030106436475,0.010327342014820839,-0.38672994229465313,0.0880153443840755,0.3171910402451154,45.23941463136589
58,0.18550477568223975,0.03495486790567427,-0.3814196140917059,0.11437927158199888,0.2653680219909709,46.82127620071482
59,0.18644700131715827,0.012696420828989557,-0.41049458263927074,0.09043757510298985,0.3280416373983612,47.44197464796096
60,0.18386481378500694,-0.016349506343696713,-0.4003383560831254,0.06670121353550443,0.35516158545883436,45.80539158748727
61,0.1539633543168204,0.04349491096225107,-0.4333269489055296,0.10525785050577431,0.3340591645945564,47.36279084646724
62,0.13786530611004205,0.07161292519145471,-0.45042946819602003,0.1259339234096132,0.3194651043696082,46.381731659690544
63,0.1426480541917135,0.05866911410188387,-0.4344713111839,0.11990430291556095,0.3178739322373834,45.171844954061925
64,0.15214794975461393,0.08982964726493411,-0.4614875601033771,0.1376073530470312,0.31198162978690663,46.21861011725918
65,0.18071211929672223,0.040892478478092124,-0.37618767872401654,0.11820141874945923,0.25510803287875233,46.141191421014334
66,0.15411440874741383,0.010022358195011846,-0.38783689761663187,0.08375106091508631,0.33862890076817914,44.0476866981148
67,0.14823272014664066,-0.03661634233446963,-0.4351333555364067,0.03132309099983925,0.4450848779884518,42.408522696176384
68,0.14468562553724046,0.03120240301679718,-0.43536739793699275,0.08745824082996241,0.36951902226860944,44.03817906477187
69,0.16034185756512975,-0.06909990839788233,-0.40202333021222064,0.018697988794801054,0.42274063578759213,42.6632643134071
70,0.15774342643169995,-0.04909954834080956,-0.4148885201214547,0.03417031461768599,0.4136094553645012,42.87187436898933
71,0.1594202987890896,-0.005060167555408308,-0.41450223872080694,0.07094679012844946,0.3656227070235529,44.473209102582885
72,0.1664921316446696,-0.05145698012923979,-0.40177829769139006,0.033522014585073756,0.40260785090065765,42.81256679297211
73,0.16743165543392036,-0.00931854340928419,-0.34378358641768336,0.07787157025228873,0.29171427182147547,43.64353121537077
74,0.16765134393726955,-0.03367092597577087,-0.34440844503718987,0.05810004437755671,0.32025251598660015,43.43265186170926
75,0.17240788563367562,-0.011626584340767711,-0.40159566249436696,0.06920644612534475,0.35247677225389945,44.36822772605469
76,0.18189589916893437,0.008295462393050512,-0.40279586077536456,0.08694233433412135,0.32429459218026596,46.02103647418011
77,0.18842791671293677,0.0283443108558267,-0.3687077058061599,0.10642110884202942,0.266615744431472,46.28531452587874
78,0.1808374474444935,-0.005225964592633177,-0.3900087826603517,0.07517220186239933,0.33060344599971614,46.364491262996886
79,0.1946819431691928,0.0014388144833961864,-0.3982493851248077,0.08133344382887614,0.3263102994028172,45.91819419791257
80,0.18266295263729088,-0.006222534642302073,-0.4052410825541544,0.07602799155291798,0.34265594270556415,46.77173893083814
81,0.17581166528714368,0.05234250386280966,-0.4188090932522778,0.11925310941869588,0.29426872912644186,48.41980762122567
82,0.16289352168582943,0.09654098693165009,-0.45221591193922567,0.1489002036269179,0.2797810854792559,47.906424338014155
83,0.1596785132281512,0.07936792523574572,-0.45911934406155636,0.1313510962752051,0.31168609185270285,47.54292266082042
84,0.17687412657579432,0.039677816215908566,-0.32913021636878165,0.12153911921064935,0.2114659504388115,46.01685602745433
85,0.168758378275518,0.038581950615171764,-0.32177971260522126,0.12047334595271651,0.21135300628657358,44.99528886750424
86,0.1512838697974116,0.02286870108758325,-0.4018384246454473,0.09084178989056053,0.34079557952515965,43.890521437259444
87,0.14486415720908574,0.05048700427300957,-0.42345265623341477,0.10541553413143247,0.3358510738723485,44.10379912020396
