cell_id,lst,ndvi,building_density,road_density,lon,lat
216,46.18198462205075,0.1068742639725047,0.0,0.0,77.13024999999956,28.46075
217,43.72722644291333,0.1422402638143032,0.0,0.0,77.13474999999956,28.46075
218,45.02687583195459,0.1431319064435972,0.0,0.0,77.13924999999956,28.46075
219,45.5288741931911,0.1519416059115856,0.0033576460131122,0.0097287557476221,77.14374999999954,28.46075
220,45.83998667073869,0.1467994683195059,0.0204771956340434,0.0181544003468714,77.1482499999995,28.46075
221,45.03115482866144,0.1391595053714233,0.0400680930195638,0.0156434624199809,77.15274999999953,28.46075
222,47.07717593041267,0.1421294264267607,0.0111193251737533,0.0156154365886839,77.15724999999952,28.46075
223,46.87826717120186,0.1544586460525602,0.0201294442681148,0.0228802621173049,77.16174999999951,28.46075
224,44.40205412561415,0.1783082425232148,0.0529881915503241,0.0099809652321199,77.1662499999995,28.46075
225,42.051481618094336,0.2139285494248764,0.0197316566578465,0.0185317805696597,77.1707499999995,28.46075
226,42.66329790022868,0.1893437392667775,0.0808811556468718,0.0253296452065252,77.1752499999995,28.46075
227,45.50561422410217,0.123660678403253,0.0580711066006194,0.022357637039416,77.17974999999947,28.46075
228,44.89161044374556,0.1446905447440492,0.0540074010730498,0.0204692245005499,77.18424999999947,28.46075
229,44.36591228670196,0.1526470555526577,0.0524511322003114,0.0209157793436284,77.18874999999946,28.46075
230,45.88003150504099,0.1629636114265772,0.0261348858560873,0.0152821981905152,77.19324999999945,28.46075
231,45.41370035796184,0.1876567540732277,0.0462737223781593,0.0091803032899255,77.19774999999944,28.46075
232,46.41706135829302,0.1703280696909973,0.026185930424976,0.0034187187955951,77.20224999999944,28.46075
233,46.0308474908547,0.1586262368223201,0.0017600429803733,0.0,77.20674999999943,28.46075
234,46.0391045121074,0.1556839554966176,0.0,0.0,77.21124999999942,28.46075
235,48.13846057247783,0.139623100918193,0.0,0.0,77.21574999999942,28.46075
236,46.87837268308506,0.1414587607005036,0.0,0.0,77.22024999999941,28.46075
237,45.572331725263226,0.1303335913593219,0.0,0.0,77.2247499999994,28.46075
238,45.41942987654216,0.132571053396713,0.0004125886199247,0.0,77.22924999999941,28.46075
239,46.55127885105816,0.0993193886581502,0.0,0.0,77.12129071551958,28.465289277928036
240,45.54906618956631,0.110225672819892,0.0,0.0014246819718323,77.12574999999957,28.46525
241,43.91827584480169,0.136780063017066,0.0005489864619261,0.0123325556072055,77.13024999999956,28.46525
242,43.54147844721693,0.1274650355660622,0.0078271313629661,0.0344827334292514,77.13474999999956,28.46525
243,44.335646864359546,0.1457155226994977,0.0013845633748116,0.0122402378258035,77.13924999999956,28.46525
244,45.74564456029627,0.1483645206149399,0.0114110176372928,0.0079341528611843,77.14374999999954,28.46525
245,46.139395313598754,0.1365069873829774,0.0311538382685474,0.0115621390068276,77.1482499999995,28.46525
246,43.934183544060005,0.1053181404388225,0.1286087116775977,0.0357047187038131,77.15274999999953,28.46525
247,44.54129471291559,0.1119736860118827,0.1248085651985203,0.0262490654275977,77.15724999999952,28.46525
248,44.523832070124186,0.1512200887372956,0.078478766659241,0.0158205032295609,77.16174999999951,28.46525
249,40.99144003837469,0.2207232477104369,0.0466102703546161,0.0200876139339831,77.1662499999995,28.46525
250,40.66510101818234,0.2282945528703546,0.0680622284948534,0.0089963359847904,77.1707499999995,28.46525
251,40.78512606796028,0.2254957894923507,0.0525391593692455,0.0025542496909518,77.1752499999995,28.46525
252,45.70395311828707,0.1354212066977436,0.059380155712043,0.0089767857033285,77.17974999999947,28.46525
253,45.46682213486849,0.1236953000958795,0.1128038760967259,0.0211942707398642,77.18424999999947,28.46525
254,44.39964423888723,0.1645495146650419,0.047690045452437,0.0149560539266481,77.18874999999946,28.46525
255,44.968148794352274,0.1791320213649797,0.0452824343131954,0.0053741410891994,77.19324999999945,28.46525
256,44.070315396085874,0.1895773678148662,0.0662397998353445,0.0143712803287928,77.19774999999944,28.46525
257,44.45924175850108,0.1860473358709255,0.0548071590267657,0.0154059342325257,77.20224999999944,28.46525
258,46.13531247181666,0.1682226127468288,0.0165379329452039,0.0097199686618662,77.20674999999943,28.46525
259,45.08912092924606,0.1715744864797241,0.0,0.0046418264135341,77.21124999999942,28.46525
260,48.0455304924454,0.1448652903058787,0.0,0.0,77.21574999999942,28.46525
261,46.74044085106844,0.1370782266729671,0.0,0.0,77.22024999999941,28.46525
262,45.33027465625845,0.1245006056094485,0.0,0.0,77.2247499999994,28.46525
263,45.3360851193702,0.1497747540158595,0.0,0.0,77.22924999999941,28.46525
264,46.687160382988495,0.0956568119414681,0.0,0.0,77.11696741727235,28.46992902738078
265,46.19283035893812,0.1205512238564498,0.0120422330924061,0.0040667282422896,77.12124999999958,28.469750000000005
266,44.857428617174925,0.1038162541376877,0.0412581525283703,0.0411059563852392,77.12574999999957,28.469750000000005
267,43.47091570512758,0.1049739408303326,0.1179256967801466,0.0529152876503027,77.13024999999956,28.469750000000005
268,44.22631603889932,0.0886403569075591,0.0798392139124062,0.0625157642209267,77.13474999999956,28.469750000000005
269,44.90450667842017,0.1095551078218182,0.0454502121343847,0.0472264242644651,77.13924999999956,28.469750000000005
270,44.04047920302977,0.1642487837405446,0.0279979309979935,0.0229111215247039,77.14374999999954,28.469750000000005
271,44.2560486590101,0.1704239436422976,0.027958985581729,0.0143228891085975,77.1482499999995,28.469750000000005
