cell_id,lon,lat,cx,cy,area_m2,lst,ndvi_unmasked_legacy,albedo,ndbi,mndwi,bsi,building_density,road_density
6234,76.96825000044183,28.816250002990227,692065.8510006382,3189218.478800572,219098.1289752886,47.65014728358688,0.1169135913809326,0.1831141890895344,0.0350306413376567,-0.3268100623976714,0.0985413963756526,0.0,0.0201268924165136
6235,76.97275000044283,28.81625000299013,692505.063646173,3189225.7624825463,219099.04242155078,46.36039114755702,0.1105835512905925,0.169456797432902,0.0147204128631875,-0.2971425103398008,0.0850480729662939,0.0,0.0551545774697271
6236,76.97725000044385,28.816250002990046,692944.2769320122,3189233.06282212,219099.957957369,48.29533083306453,0.1166488977458084,0.1842662252435709,0.0462228269412075,-0.3429896406265186,0.1034662433843478,0.0,0.0149903406827519
6237,76.98175000044483,28.816250002989946,693383.4908596163,3189240.3798194565,219100.87558355974,47.53803481823247,0.0959021343126665,0.1777375086527665,0.0756473572306119,-0.3371308395279797,0.1255285985749445,0.0,0.0040114403109793
6238,76.98625000044585,28.816250002989857,693822.705430445,3189247.713474721,219101.79529999732,48.63070566275783,0.1039845008837918,0.1824868918843686,0.0645630494140813,-0.3459204421781642,0.1192489216527667,0.0,0.0040106067930692
6239,76.99075000044685,28.81625000298976,694261.9206459592,3189255.0637880787,219102.71710679686,49.99429038989199,0.0947096767177618,0.1849224746835992,0.0900629432185053,-0.3523811833727804,0.1351130207453196,0.0,0.0083118454677596
6240,76.99525000044787,28.816250002989673,694701.136507619,3189262.4307596935,219103.64100416482,49.01957161323653,0.1056479070629808,0.1854680929221733,0.058274474730584,-0.3387984091469129,0.114225465253422,0.0,0.0173914897430329
6241,76.99975000044887,28.816250002989584,695140.3530168849,3189269.8143897313,219104.56699198036,49.47770246910071,0.0898933529176164,0.1927055156468569,0.091780977562473,-0.3435083453786949,0.1365791718804712,0.0,0.0
6242,77.00425000044986,28.816250002989495,695579.5701752168,3189277.214678359,219105.49507026337,46.56015054457325,0.1073321918091389,0.1752259991099386,0.0576564512230942,-0.3351307629671867,0.1097086782890999,0.0,0.0053545903800086
6243,77.00875000045087,28.8162500029894,696018.787984075,3189284.6316257417,219106.42523836973,45.38353862779855,0.113057293006377,0.17512105705797,0.0208634448296422,-0.3065074904777626,0.0877987993639957,0.0,0.0389962012379883
6244,77.01325000045186,28.816250002989303,696458.0064449199,3189292.065232048,219107.35749868967,45.20730051291099,0.1081677543044004,0.1693393737559422,0.0126247725554875,-0.285159809859601,0.0838060384751276,0.0011294230482078,0.0229371458641225
6245,77.01775000045288,28.816250002989207,696897.2255592127,3189299.515497443,219108.2918490116,46.7353086298892,0.1083449368495303,0.1789213591105831,0.0556012634660069,-0.3403778713941572,0.1110443829286826,0.0,0.0081642911492756
6246,77.02225000045388,28.81625000298911,697336.445328413,3189306.9824220957,219109.22828972695,46.07109243940143,0.0990365929131441,0.1753852983169004,0.0709958287866954,-0.3341261674277955,0.1192918074384436,0.0,0.0040102677049493
6247,77.02675000045488,28.816250002989023,697775.6657539814,3189314.4660061733,219110.16682128783,44.90526701885632,0.126829729814577,0.176797121859409,0.0373882241864201,-0.3519974506917549,0.0929528909850132,0.0,0.004676115633316
6248,77.03125000045588,28.81625000298894,698214.8868373779,3189321.966249845,219111.10744295013,44.3311381678494,0.1294901112101757,0.1700902401943401,0.0065349836656834,-0.333553723412196,0.0756598231496907,0.0,0.0084694858276259
6249,77.0357500004569,28.816250002988845,698654.1085800634,3189329.4831532775,219112.05015529596,44.05583090100271,0.1526837055211641,0.1569392892709188,-0.0346901282075029,-0.3427218311385224,0.0454853799539478,0.0,0.0074421729177739
6250,77.0402500004579,28.816250002988742,699093.3309834974,3189337.016716641,219112.99495911598,46.10516741719308,0.136459291346104,0.1688169652379611,-0.0077646829915139,-0.3311485228366308,0.0652781814539509,0.0,0.0
6251,77.0447500004589,28.81625000298866,699532.5540491403,3189344.566940105,219113.9418529048,47.46243147785021,0.1149641107003059,0.1827699059853514,0.0486697045382634,-0.3471458310366195,0.1077821383128937,0.0,0.0045551093826243
6252,77.04925000045989,28.816250002988554,699971.7777784526,3189352.133823838,219114.89083854185,47.592977589021466,0.0975987602735499,0.1684512430349381,0.0403075860617104,-0.3084855574032469,0.1083995150443897,0.0,0.0
6253,77.05375000046091,28.816250002988465,700411.0021728954,3189359.7173680123,219115.84191454016,46.187492913479424,0.124756079555638,0.1653638980597649,0.0152729682329787,-0.3298026931526396,0.0842624314610692,0.0,0.0249900741879472
6254,77.05825000046191,28.816250002988376,700850.2272339282,3189367.3175727976,219116.79508162395,45.3911165957177,0.1598712397421275,0.1586404744840848,-0.0425577737084864,-0.3378984402778147,0.0373083148573663,0.0,0.0099129185660408
6255,77.06275000046291,28.81625000298828,701289.4529630116,3189374.9344383627,219117.75033915718,44.9175294088877,0.1777508128478707,0.1579428444744949,-0.0735711508670906,-0.3307324272878688,0.0118177969136255,0.0,0.0165913772041546
6256,77.06725000046393,28.81625000298819,701728.6793616059,3189382.5679648817,219118.70768813454,46.61661618764444,0.1502466848494086,0.1804125639179595,0.0041648323587657,-0.3522065996610803,0.0706388981486318,0.0,0.0154118107271409
6257,77.07175000046492,28.816250002988088,702167.9064311711,3189390.2181525244,219119.6671280748,46.812843558686055,0.113014507443657,0.1827414471432991,0.0275147840485329,-0.3134191227721308,0.0954581842024511,0.0001397637298528,0.0360794717064276
