cell_id,elevation
949,215.70160757232668
950,214.68683073719163
951,212.72401277379953
952,212.86811192549564
953,212.3916071127115
954,212.56173152134153
955,212.07260628569813
956,212.97708345056543
957,212.41890466074864
958,212.91110392076857
959,215.708138144475
960,213.30948328010902
961,213.35558431692513
962,215.42984789001906
963,213.42873417721532
964,213.99607495568515
965,212.89248022964554
966,214.14724331926868
967,213.74967291757514
968,213.8461311157075
969,213.7816486406661
970,213.17594265071145
971,217.69145103744506
972,218.57190475520758
973,219.28594143554673
974,222.62822334454103
975,220.88908579465553
976,224.59266034390558
977,227.612996257843
978,227.85376044568238
979,228.8963479826683
980,230.21929293924015
981,232.10645301970948
982,233.91408876696903
983,233.8397507139542
984,233.43271949692627
985,238.3643998649485
986,242.00886300329194
987,245.79343575026047
988,247.1764954198152
989,248.82415155905016
990,252.86394777935652
991,258.66624452980955
992,267.39562031476385
993,267.7197501512317
994,270.1105169842119
995,269.5093389592127
996,271.40407692415937
997,274.9907974165226
998,265.6061786925143
999,264.91886190067635
1000,256.225688434857
1001,255.09261004740915
1002,257.9123347398032
1003,247.50579742774318
1004,243.60462564362322
1005,240.15164556962063
1006,233.90857922805228
1007,232.60408255138373
1008,231.7118298327309
1009,231.84411619891654
1010,229.11296653208234
1011,226.3081890184714
1012,225.03331270046692
1013,230.1595621957739
1014,234.05818632002487
1015,239.98297788531877
1016,247.75465301126877
1017,246.51373746184063
1018,239.8518393472602
1019,233.32671665517788
1020,229.75437165004303
1021,223.14456576799674
1022,223.32990154711692
1023,219.7155257308462
1024,218.54222835111025
1025,215.04838255977495
1026,212.64438754695212
1027,211.61010032785953
1028,207.73160715039174
1029,205.1671989083186
1030,202.81779166138986
1031,198.3901636115528
1032,198.68990154711662
1033,198.54833535023772
1034,199.4384935708056
1035,198.86365821245792
1036,213.47333242704374
1037,214.14524361948963
1038,213.81846171149013
1039,213.67375527426142
1040,214.6350102307204
1041,215.09104328633094
1042,214.894345991561
1043,213.54742318779452
1044,213.19280191199218
1045,214.34433192686342
1046,213.97568726710256
1047,215.78862405962178
1048,216.6157404803419
1049,215.42281624388335
1050,213.2237049327859
1051,212.94338906309306
1052,213.14132039654083
1053,212.9031709203403
1054,213.91851341470263
1055,214.1775127959953
1056,214.76355531807195
1057,213.82789271599543
1058,214.29196834010483
1059,214.7888490473178
1060,212.77856540084377
1061,213.82990299451717
1062,213.48016592842586
1063,213.00571026722912
1064,213.66276960597526
1065,213.52444423622012
1066,215.7334654404417
1067,215.88261768470193
1068,217.1176669103999
1069,217.55873587133786
1070,220.27544303797458
1071,223.44274766223725
1072,224.98013496415018
1073,225.11495077355818
1074,223.9967236627482
1075,224.81423308397552
1076,226.83450981495014
1077,228.9244041341489
1078,230.815144484286
1079,231.70310061168527
1080,233.64714898403994
1081,234.50985024256488
1082,236.71989819593057
1083,239.0886720287981
1084,241.47871083862978
1085,242.96469810551176
1086,245.9712928077377
1087,248.52669619630186
1088,252.97704641350194
1089,261.51462793999804
1090,263.13378142752697
1091,264.38376394143535
1092,267.6628052466577
1093,270.30999085987486
1094,268.397046413502
1095,261.31870913309433
1096,257.5701008169407
1097,256.60026722925437
1098,243.7876397384518
1099,244.74829893718731
1100,242.55051265101739
1101,237.98769615838918
1102,235.5305918740334
1103,232.89646976090006
1104,234.46852281515854
1105,230.54300780426072
1106,230.92288655154957
1107,231.25887282749315
1108,227.83962821306034
1109,224.9265566117328
