cell_id,lst,ndvi
0,45.46600100953621,0.13504934852080985
1,45.53524399886566,0.12471578646673587
2,45.35942861636098,0.1337597149231732
3,45.69862502909655,0.1329272893861723
4,48.00502663844425,0.12764959183061697
5,48.65616238729326,0.11061128917243739
6,47.51846016806434,0.12145747590433258
7,46.20989627789219,0.11548372759122653
8,43.892520210454414,0.1203048684126483
9,44.86566204194414,0.13113220737623216
10,45.98553284659338,0.13079078735871755
11,45.747180140799266,0.13209207993839908
12,46.70616161833703,0.12043585628188595
13,48.40762668797678,0.11611900375101744
14,46.027965759630874,0.12694754056964172
15,46.87297917789477,0.1163203430636592
16,47.47828292823903,0.1151447129779442
17,47.58106311290083,0.11931149996414597
18,46.230103231988736,0.13209666447979468
19,44.8539651353284,0.13770671546985605
20,41.74595005890183,0.1872609283376483
21,45.05318434635037,0.12574755990664307
22,46.05983901596353,0.12776742427341853
23,45.749815682722414,0.12639415858631256
24,45.426456953718166,0.13624904451728137
25,45.9294734437604,0.13772434002996686
26,46.14176253360577,0.1312212800825164
27,47.31620848517981,0.1294665715286155
28,46.81979447004046,0.13213028642956687
29,47.953593699096174,0.11977281918014461
30,47.896607312791815,0.11218766848631585
31,46.46778777430471,0.11635791492549251
32,45.866168789249,0.14485082464762783
33,43.46132991082273,0.16981709250242233
34,45.16384518865434,0.14345533619507744
35,45.79703639594222,0.123907828454536
36,44.55541655399207,0.14813536170567823
37,44.833286736041636,0.140922751814483
38,45.233708838961135,0.1537296049403061
39,45.43477329205035,0.13880171889318427
40,45.87228815770909,0.14007877987056824
41,47.18164356880585,0.13325566157964125
42,46.9857498096522,0.13778374625369327
43,45.88352078848596,0.17037362213881135
44,46.74766206078847,0.14872214779783569
45,46.16447244234749,0.11302915054706374
46,45.063286602256625,0.1321402398717969
47,45.09192626948546,0.12341549379191705
48,45.293574736949004,0.15261872366335144
49,45.26691279088907,0.15339055487543438
50,43.94513246337501,0.16360839169738184
51,44.85641089571103,0.165916497700376
52,46.016988909757096,0.12809406198415677
53,44.41681025967462,0.17415904700053472
54,44.611914093335926,0.16391090622589646
55,44.284360289881704,0.16666963591908876
56,45.049627166900194,0.16946874620634866
57,45.651306449781536,0.15080887769088444
58,46.60088666459065,0.1343125662869464
59,46.89010550915162,0.16552384542334936
60,45.79885190656787,0.17860721337391205
61,47.35968084720317,0.15338733360465426
62,46.5561703432957,0.1371315659930495
63,45.53712194582397,0.13802007351354265
64,46.54213864268938,0.1367364616535719
65,46.30718008097555,0.12546567413066662
66,44.397104632785776,0.1468723733166723
67,42.75914349895895,0.19435825452888958
68,45.14525112245915,0.16108162617260882
69,42.81397949238942,0.200762654601819
70,43.00177068460268,0.1941927140466036
71,44.69154258482424,0.16997695544658897
72,43.0809129885288,0.19274024910809873
73,43.795744720014554,0.13978001253617034
74,43.75818567845173,0.15535157980727157
75,44.891628700818565,0.1707981883854134
76,46.259225135229116,0.1609534521090353
77,45.65053159147655,0.13438220634322742
78,46.176748712942526,0.16464199934604065
79,45.80446668389484,0.16683651174522657
80,46.76957461331431,0.170741364304386
81,48.447062395567016,0.14214351794686542
82,47.943481205959806,0.1313305215790691
83,47.66195140311875,0.14139050959693128
84,46.086100974018855,0.10254495241948089
85,45.129369537522564,0.09923334944453079
86,44.322861650569756,0.15134080965529384
87,44.77350640305219,0.14793709687724776
88,45.319610440933886,0.14547970505515095
89,44.347392893940835,0.10012383391071668
90,42.81287605251451,0.1784035058807652
91,42.46011304181457,0.1949587786604932
92,43.17270785025203,0.1888314750454933
93,40.74189271000203,0.21819129059763712
94,41.925097374997605,0.20882483406670216
95,43.2351707914412,0.1856223243227552
96,44.62737200529857,0.12143425457747019
97,45.670978083487455,0.14054100615548232
98,44.74375745080894,0.16317483192719454
99,44.16103904257193,0.17862270940184552
100,45.00967072732654,0.1617914871852961
101,45.90492059327309,0.15307085992140068
102,46.69591362112049,0.14950199280227025
103,48.28951139635171,0.1483701689816242
104,49.768861891200714,0.137612345350786
105,48.09378741963754,0.135125468271634
106,47.46418384709302,0.1370932814383805
107,46.2132206860353,0.15585015115487802
108,45.99119107707389,0.1400278371889039
109,45.752842547864255,0.14532578293868995
110,43.426246222833775,0.1432237294844833
111,45.82771262547656,0.1283537438058837
112,47.1105558328601,0.161822904066092
113,44.925519810516384,0.19515589845203252
114,43.24473619625753,0.20666191718003027
115,44.38213364077093,0.14524461872446648
116,42.535706903833606,0.18903015212675678
117,45.04190798606726,0.1763129641946939
118,44.66459694866088,0.17684152710751905
119,44.63914903814699,0.1840927369832212
120,42.351847093714206,0.1988526529296048
121,42.60297853821272,0.18632464178255262
122,44.78910333590765,0.16902788050884648
123,44.849394839137794,0.1496027537225402
124,46.66830231882867,0.13705251231522433
125,45.42723914212083,0.16400936075864417
126,45.017506184577925,0.16700664958968886
127,47.92035028449192,0.10947976605084186
128,48.5314404515313,0.13338931315390082
129,47.05406964033374,0.15692914971143954
130,46.87474038338628,0.19398245009656498
131,47.29928528693772,0.16307208120911032
132,47.5894959817716,0.13602578708538582
133,46.308296641182764,0.14118796068518014
134,44.466775618698314,0.13768800247737795
135,44.501459184808674,0.14352468819188516
136,43.19603001825004,0.13695593163626635
137,43.690264617019906,0.14083086537635128
138,46.58947144021936,0.12921209489985727
139,45.84709892796229,0.15858223555290618
140,44.0383746625051,0.17103309335447348
141,45.17088111052448,0.15713230206289028
142,44.48059441341591,0.1771715479190135
143,46.2062141603509,0.14084749390769244
144,45.853707205079466,0.15460648293982993
145,43.54297548141584,0.20605368895192383
146,42.417732022272595,0.21917273732891693
147,42.5597506624976,0.20215302354003215
148,45.23546703240434,0.16204119084295326
149,44.07596116505286,0.16956544045700586
150,45.54110809947172,0.13514602394111352
151,44.93483274613731,0.16058231972654555
152,45.2599441440477,0.1550917116215886
153,45.479116689470956,0.16568611406448575
154,47.60837281640764,0.13680065035609976
155,47.84215655237263,0.14769905610219358
156,48.08374100398111,0.17910807161661577
157,47.38544445926945,0.16633954434817866
158,47.37040875308321,0.15668892286278843
159,47.4785395860256,0.143648827541074
160,45.334712928941286,0.12864516087734196
161,44.24820911023689,0.1288524676204188
162,43.04726363342162,0.1308391033458242
163,43.164639651353255,0.13312348905662943
164,48.124156512643516,0.09933011393389507
165,44.76043446068909,0.1375896114461805
166,41.33766392975221,0.19361149485101367
167,45.562805554292545,0.14397149916923527
168,45.40100268299901,0.13605078593489406
169,46.308359604441264,0.1341204146270572
170,46.115182916677306,0.12801450936456082
171,47.51001474321141,0.13251762553728452
172,46.80428486521063,0.17151053390768856
173,41.97907111660509,0.21906002539563998
174,41.51814502296214,0.23166411866142417
175,43.3918256776922,0.19038209581828483
176,45.81254388141314,0.1262464028695257
177,44.878041333579894,0.14315543799854719
178,45.15839632690276,0.14410593405489175
179,45.76246596085915,0.16065262935605973
180,44.91969549886118,0.19472698085695195
181,44.84183499412676,0.18900846624853443
182,44.9882653755451,0.19257249829972847
183,47.750534716281486,0.17657481600780459
184,48.07493392002682,0.15898048965592532
185,47.34371614402319,0.1487612972470215
186,46.702010824832804,0.1252629910790402
187,45.13964984707349,0.1364008066606393
188,43.194662991035926,0.1328181395308947
189,43.754631148477344,0.1328352626184893
190,43.888191884344906,0.12618983606304085
191,47.52247310558617,0.10151051183718078
192,45.99495842974994,0.11310246032338461
193,42.18577080673915,0.1728933982641174
194,44.593918273283144,0.1598967377046577
195,46.229723532092216,0.1274134974696015
196,45.761997388220266,0.15020338725632912
197,45.58770960484968,0.15577950255209477
198,47.45784345035121,0.14159792181778855
199,48.93749831089302,0.13363800457067304
200,44.33018338550058,0.18400325124950612
201,40.89978942873547,0.24941185304689392
202,41.33691361455849,0.2295744760882594
203,43.89542526645081,0.10063821291972734
