cell_id,population
933,2625.8074951770263
934,2681.5032974841542
935,3458.6469755883313
936,2830.8455458397957
937,1587.7986485350366
938,845.7176833358467
939,1090.7462999680463
940,504.8410701153325
941,432.6884016036987
942,358.3250744539149
943,333.23989159827147
944,267.9575458489213
945,259.26440635755955
946,494.4529857298907
947,760.1990162980323
948,668.6216412226361
949,369.6859465804754
950,297.0255887536441
951,526.2254174363379
952,859.6372950011612
953,920.8717508278642
954,682.1504756927492
955,510.29802888608435
956,292.7776143130133
957,337.2710257661109
958,758.5878366881725
959,829.8740828869389
960,549.5482424642527
961,321.10294408985214
962,287.45181315178957
963,252.8335184396482
964,372.853934175828
965,737.3254363789279
966,892.4046838722977
967,499.61556130203536
968,252.1958420398188
969,246.8632481556313
970,236.10253554699472
971,492.9226246029723
972,741.9323768540925
973,808.8886760337682
974,838.2629742416678
975,732.8486171498018
976,672.0046837675804
977,551.7024547651702
978,698.4967119478712
979,916.4923872854196
980,1539.9516201243684
981,1315.0259431577194
982,862.6525342006308
983,843.802339583752
984,768.7918780382942
985,1052.407156095318
986,1240.3518771302465
987,1068.2861064387305
988,991.000062306722
989,929.2999556447945
990,830.9194056866214
991,898.9148925033269
992,1112.4647856020458
993,1021.3464391371781
994,1078.7049647761326
995,1766.5660414602241
996,1678.4503394930969
997,1597.6078907536526
998,1249.7286751990225
999,1258.5404941633637
1000,1376.7040167266248
1001,911.0921755697212
1002,742.1202530655208
1003,1299.0118993871354
1004,2646.4990326226925
1005,3213.991217041016
1006,2069.365784618901
1007,2547.4491536458327
1008,4428.593036846085
1009,4626.997753816494
1010,4379.303145464729
1011,3989.746053269331
1012,3654.3636289110373
1013,4089.714425240311
1014,4260.929874016258
1015,3570.3662802901918
1016,3417.416170576507
1017,3983.5790479173843
1018,4336.652882056143
1019,4940.312332931219
1020,4935.296868477616
1021,3846.9319209080113
1022,3878.772550904517
1023,4911.807165407667
1024,6155.2904493144915
1025,5405.678058519552
1026,5599.617635031308
1027,3068.115274616316
1028,2494.29313952876
1029,3070.666947368548
1030,3955.4575951669735
1031,2526.3137642355528
1032,2925.032590050791
1033,2860.6605818206185
1034,2258.7927297704364
1035,726.1727810579187
1036,155.9082615786908
1037,301.36958770003974
1038,296.78347776824353
1039,263.0312382193173
1040,239.288665154401
1041,317.75584688747625
1042,602.6568522883395
1043,654.044179209541
1044,437.8112185609107
1045,358.8013555190142
1046,760.5332815955667
1047,1541.652830258538
1048,1812.5377158520266
1049,1061.1154361051672
1050,802.6244508481493
1051,334.07489949394676
1052,277.2363696565815
1053,539.1571527181887
1054,602.0765271654316
1055,417.0833684846467
1056,232.96110690621768
1057,219.3963860605278
1058,223.6337634142707
1059,312.26482385747573
1060,543.8118524775786
1061,639.4817087846645
1062,470.08669459025066
1063,273.1467200559728
1064,268.04382544311824
1065,276.02923407461134
1066,289.11476953543877
1067,353.22813953698846
1068,626.673183486041
1069,871.2856333190318
1070,1455.749828966926
1071,1593.5993056502991
1072,1262.7503190283683
1073,793.1395078546859
1074,686.4924987493777
1075,704.1277801214482
1076,818.0316431606518
1077,882.2750937891942
1078,1079.812022609337
1079,1514.5956078473262
1080,1118.4589649050847
1081,851.299454311296
1082,912.387563982197
1083,968.3204232683368
1084,1047.2381232766545
1085,955.3206422095205
1086,856.9541998994116
1087,846.1144169377345
1088,935.7226423151353
1089,1011.0828968272489
1090,983.4915692198509
1091,983.8055464501474
1092,1741.3246024187874
1093,1360.744052542892
1094,1029.9286511888688
1095,1037.8000274209417
1096,1014.1536320106657
1097,928.2955168929757
1098,783.9326595082001
1099,708.730710766362
1100,867.2415997897876
1101,1430.9266695957556
1102,2300.9738806631053
1103,3426.0949654074275
1104,3767.8856625426047
1105,5106.5575948677815
1106,5990.736613434435
1107,5854.121246996113
1108,5091.466294292376
1109,3709.87469925226
1110,4247.051982326133
1111,3650.5379358628215
